,Job_Title,Company_Name,Location,Experience_Level,Salary_Range,Skills_Required,Job_Description,Industry,Employment_Type,Tokenized_Job_Description,Sentiment_Polarity,Sentiment_Label
277,lead fullstack developer python,joulestowatts business solution,bangalore,Entry Level,High,"python, aws, docker, kubernat","must be at 8 years of experience in software product developmentexperienced python or java with strong understanding of dockers  kubernetesknowledge of aws is mandatoryknowledge of angular is a plussolid understanding of agile development model and strong communication, collaboration skillswill be responsible for an integration of identity  access management services with modality teams and so should be able to drive design  implementation for the same by working with senior architects in other teams",it-hardware  networking  it-software  software services,Work from Office,"['must', 'year', 'experience', 'software', 'product', 'developmentexperienced', 'python', 'java', 'strong', 'understanding', 'docker', 'kubernetesknowledge', 'aws', 'mandatoryknowledge', 'angular', 'plussolid', 'understanding', 'agile', 'development', 'model', 'strong', 'communication', 'collaboration', 'skillswill', 'responsible', 'integration', 'identity', 'access', 'management', 'service', 'modality', 'team', 'able', 'drive', 'design', 'implementation', 'working', 'senior', 'architect', 'team']",0.27738095238095234,Positive
278,technical program manager,prerana educational and charitable trust,pune,Entry Level,High,"scrum master, full stack development, full stack, java, j2ee, javascript, html, css, webservices, microservices architecture, rest api",job type,it-hardware  networking  it-software  software services,Work from Office,"['job', 'type']",0.0,Neutral
279,fullstack developer,maquilash business boomer solutions pvt ltd,bangalore,Entry Level,Medium,"react js developer, node js developer, redux, jquery, javascript developer, work from home","recruit and mentor a balanced team of developers who are highly skilled and passionate about development- responsible for project planning, executing, controlling, closure of projects, creation of teams, and cost-effective project delivery.- managing team of developersdesignerstesters. leading and driving the team for better performance, performing resource planning  utilization allocationrelease, ramp upramp down, capacity planning effort management, performance management review  appraisals, and user management tools.- managing projects in the fast-paced agile ecosystem and ensuring quality deliverables within stringent timelines- responsible for risk management, maintaining the risk documentation and mitigations plan.- client management, effective communication to identify customer needs and evaluate the alternative business solution, managing day to day customer interaction driving projects status meetings with customers and multiple stakeholders of the projects, built trust by delivering a quality product towards client needs and expectations in a timely manner and have been receiving further businessesproject extensions without any bidding process.- collaboration management across the department to broadening the skills and cross-functional delivery management.- responsible for architecture design and review.- publishing project metrics dashboard to internal and external stakeholders.- publishing weekly and monthly status reports.- own and enforce high-quality development practices and procedures, as well as maintaining secure coding standards, through the adoption of test-driven development tdd, paired programming, peer code reviews, and software build automation.- provide oversight and guidance to team members during regular technical activities within an agile environment including but not limited to code reviews, estimating, technical solution design  architecture, testing.- drive continuous improvement in a lea",it-hardware  networking  it-software  software services,Work from Home,"['recruit', 'mentor', 'balanced', 'team', 'developer', 'highly', 'skilled', 'passionate', 'development', 'responsible', 'project', 'planning', 'executing', 'controlling', 'closure', 'project', 'creation', 'team', 'costeffective', 'project', 'delivery', 'managing', 'team', 'developersdesignerstesters', 'leading', 'driving', 'team', 'better', 'performance', 'performing', 'resource', 'planning', 'utilization', 'allocationrelease', 'ramp', 'upramp', 'capacity', 'planning', 'effort', 'management', 'performance', 'management', 'review', 'appraisal', 'user', 'management', 'tool', 'managing', 'project', 'fastpaced', 'agile', 'ecosystem', 'ensuring', 'quality', 'deliverable', 'within', 'stringent', 'timeline', 'responsible', 'risk', 'management', 'maintaining', 'risk', 'documentation', 'mitigation', 'plan', 'client', 'management', 'effective', 'communication', 'identify', 'customer', 'need', 'evaluate', 'alternative', 'business', 'solution', 'managing', 'day', 'day', 'customer', 'interaction', 'driving', 'project', 'status', 'meeting', 'customer', 'multiple', 'stakeholder', 'project', 'built', 'trust', 'delivering', 'quality', 'product', 'towards', 'client', 'need', 'expectation', 'timely', 'manner', 'receiving', 'businessesproject', 'extension', 'without', 'bidding', 'process', 'collaboration', 'management', 'across', 'department', 'broadening', 'skill', 'crossfunctional', 'delivery', 'management', 'responsible', 'architecture', 'design', 'review', 'publishing', 'project', 'metric', 'dashboard', 'internal', 'external', 'stakeholder', 'publishing', 'weekly', 'monthly', 'status', 'report', 'enforce', 'highquality', 'development', 'practice', 'procedure', 'well', 'maintaining', 'secure', 'coding', 'standard', 'adoption', 'testdriven', 'development', 'tdd', 'paired', 'programming', 'peer', 'code', 'review', 'software', 'build', 'automation', 'provide', 'oversight', 'guidance', 'team', 'member', 'regular', 'technical', 'activity', 'within', 'agile', 'environment', 'including', 'limited', 'code', 'review', 'estimating', 'technical', 'solution', 'design', 'architecture', 'testing', 'drive', 'continuous', 'improvement', 'lea']",0.2015079365079365,Positive
280,.net full stack developer react,brainpage tech solutions pvt ltd,hyderabad,Senior Level,High,"asp dot net developer, react js, sql server developer, azure server, cloud engineer","job title .net full stack developer reactjob summarywere seeking an experienced .net full stack developer with expertise in react to join our team. you will be responsible for designing, developing, and maintaining scalable, efficient, and reliable web applications using .net and react.key responsibilitiesdesign and develop scalable .net core apis using c and .net 56implement database operations using entity framework core, sql server, andor nosql databasesensure secure coding practices and implement authenticationauthorization using oauth, jwt, or azure adcollaborate with the front-end team to integrate apis with react applicationsdevelop responsive, reusable ui components using react, jsx, and css2. implement state management using redux, mobx, or react context apiintegrate apis with react using rest, graphql, or grpcensure cross-browser compatibility and accessibilityparticipate in agile development methodologies scrumkanbancollaborate with cross-functional teams design, qa, devopstroubleshoot and debug complex issuesoptimize application performance, scalability, and securitystay up-to-date with industry trends and emerging technologiesessential10 years of experience in .net core development c8 years of experience in react development javascripttypescriptstrong understanding of oop, design patterns, and solid principlesexperience with database design and development relational andor nosqlfamiliarity with agile development methodologiesexcellent problem-solving skills and attention to detailexperience with containerization docker and orchestration kubernetesknowledge of cloud platforms azureexperience with cicd pipelines azure devops, jenkins",it-hardware  networking  it-software  software services,Work from Office,"['job', 'title', 'net', 'full', 'stack', 'developer', 'reactjob', 'summarywere', 'seeking', 'experienced', 'net', 'full', 'stack', 'developer', 'expertise', 'react', 'join', 'team', 'responsible', 'designing', 'developing', 'maintaining', 'scalable', 'efficient', 'reliable', 'web', 'application', 'using', 'net', 'reactkey', 'responsibilitiesdesign', 'develop', 'scalable', 'net', 'core', 'apis', 'using', 'c', 'net', 'implement', 'database', 'operation', 'using', 'entity', 'framework', 'core', 'sql', 'server', 'andor', 'nosql', 'databasesensure', 'secure', 'coding', 'practice', 'implement', 'authenticationauthorization', 'using', 'oauth', 'jwt', 'azure', 'adcollaborate', 'frontend', 'team', 'integrate', 'apis', 'react', 'applicationsdevelop', 'responsive', 'reusable', 'ui', 'component', 'using', 'react', 'jsx', 'cs', 'implement', 'state', 'management', 'using', 'redux', 'mobx', 'react', 'context', 'apiintegrate', 'apis', 'react', 'using', 'rest', 'graphql', 'grpcensure', 'crossbrowser', 'compatibility', 'accessibilityparticipate', 'agile', 'development', 'methodology', 'scrumkanbancollaborate', 'crossfunctional', 'team', 'design', 'qa', 'devopstroubleshoot', 'debug', 'complex', 'issuesoptimize', 'application', 'performance', 'scalability', 'securitystay', 'uptodate', 'industry', 'trend', 'emerging', 'technologiesessential', 'year', 'experience', 'net', 'core', 'development', 'c', 'year', 'experience', 'react', 'development', 'javascripttypescriptstrong', 'understanding', 'oop', 'design', 'pattern', 'solid', 'principlesexperience', 'database', 'design', 'development', 'relational', 'andor', 'nosqlfamiliarity', 'agile', 'development', 'methodologiesexcellent', 'problemsolving', 'skill', 'attention', 'detailexperience', 'containerization', 'docker', 'orchestration', 'kubernetesknowledge', 'cloud', 'platform', 'azureexperience', 'cicd', 'pipeline', 'azure', 'devops', 'jenkins']",0.3111111111111111,Positive
281,full stack developerwfh -gurgaon,capital placement services,gurgaon,Entry Level,High,"full stack developer, nodejs, python, angularjs2, html5, css3, java script developer, bootstrap, walk in","key responsibilitiescontribute to the development of our backend services using javascript with  and , alongside mysqlmariadb databases.advance our accountant and client portal frontends using typescript, modern angular, react, bootstrap, html5, and scss.enhance our system management back office, leveraging python, django, , postgresql, and redis.develop and maintain microservices, and plan new ones using suggested technologies like typescript, , mongodb, and golang.assist with the migration of services to kubernetes, optimizing deployment on debian linux, docker, and systemd.maintain high-quality code and automated workflows using git and gitlab cicd.actively participate in agile development processes and collaborate on project management using jira.qualificationsextensive full-stack development experience, especially with javascript, typescript, , and python.strong knowledge of both sql and nosql databases.expertise in frontend frameworks like angular and react.experience with containerization and orchestration tools like docker and kubernetes.proficient in version control systems and cicd tools, particularly git and gitlab.excellent collaborative and problem-solving skills.keen ability to work alongside leadership to drive the development forward.",it-hardware  networking  it-software  software services,Work from Office,"['key', 'responsibilitiescontribute', 'development', 'backend', 'service', 'using', 'javascript', 'alongside', 'mysqlmariadb', 'databasesadvance', 'accountant', 'client', 'portal', 'frontends', 'using', 'typescript', 'modern', 'angular', 'react', 'bootstrap', 'html', 'scssenhance', 'system', 'management', 'back', 'office', 'leveraging', 'python', 'django', 'postgresql', 'redisdevelop', 'maintain', 'microservices', 'plan', 'new', 'one', 'using', 'suggested', 'technology', 'like', 'typescript', 'mongodb', 'golangassist', 'migration', 'service', 'kubernetes', 'optimizing', 'deployment', 'debian', 'linux', 'docker', 'systemdmaintain', 'highquality', 'code', 'automated', 'workflow', 'using', 'git', 'gitlab', 'cicdactively', 'participate', 'agile', 'development', 'process', 'collaborate', 'project', 'management', 'using', 'jiraqualificationsextensive', 'fullstack', 'development', 'experience', 'especially', 'javascript', 'typescript', 'pythonstrong', 'knowledge', 'sql', 'nosql', 'databasesexpertise', 'frontend', 'framework', 'like', 'angular', 'reactexperience', 'containerization', 'orchestration', 'tool', 'like', 'docker', 'kubernetesproficient', 'version', 'control', 'system', 'cicd', 'tool', 'particularly', 'git', 'gitlabexcellent', 'collaborative', 'problemsolving', 'skillskeen', 'ability', 'work', 'alongside', 'leadership', 'drive', 'development', 'forward']",0.1432900432900433,Positive
282,senior engineering manager - udaipur,kadel labs pvt. ltd,udaipur,Senior Level,High,"sdlc, full stack developer, cloud computing, aws, automation architect, team leader quality","we are seeking an associate director of engineering with an active-oriented mindset and a focus on exceeding expectations, who operates with vision and integrity. associate directors of engineering can expect to play an active role in the development and completion of projects, meet and report back to upper management, plan and monitor work schedules and cash flows, and work with multiple and diverse teams. some of their responsibilities also include aligning engineering activities and projects with company goals and objectives, providing expert guidance and support, approving newly-developed policies from various departmentsresponsibilities reporting to top management. maintaining good relationships with internal and external stakeholders. implementing best practice engineering methods. providing technical guidance to engineering teams and top management. supporting established organizational objectives by developing goals and strategies. presenting budgets and plans. finding and implementing ways to improve cost-efficiency. dismissing and hiring new staff. requirementsskills strong technical exposure on developing large scale applications- web, desktop and mobile  architecting the solution by enabling best-in-class technology to deliver the product with best performance  strong hands-on micro-service-based architecture using php, laravel, node js, java, python anyone  understands the entire spectrum of software engineering - frontend, backend, db design, devops, quality assurance, deployment and support  better understanding of industry leading cloud service provides like aws and azure for managed services  ability to understand requirement, running agile scrums, defining test cases and guiding qa team to ensure quality of products  envisioning the product road map and handling the development team of 15 members on daily basis for effective sprint delivery education and experience.",engineering  cement  metals,Work from Office,"['seeking', 'associate', 'director', 'engineering', 'activeoriented', 'mindset', 'focus', 'exceeding', 'expectation', 'operates', 'vision', 'integrity', 'associate', 'director', 'engineering', 'expect', 'play', 'active', 'role', 'development', 'completion', 'project', 'meet', 'report', 'back', 'upper', 'management', 'plan', 'monitor', 'work', 'schedule', 'cash', 'flow', 'work', 'multiple', 'diverse', 'team', 'responsibility', 'also', 'include', 'aligning', 'engineering', 'activity', 'project', 'company', 'goal', 'objective', 'providing', 'expert', 'guidance', 'support', 'approving', 'newlydeveloped', 'policy', 'various', 'departmentsresponsibilities', 'reporting', 'top', 'management', 'maintaining', 'good', 'relationship', 'internal', 'external', 'stakeholder', 'implementing', 'best', 'practice', 'engineering', 'method', 'providing', 'technical', 'guidance', 'engineering', 'team', 'top', 'management', 'supporting', 'established', 'organizational', 'objective', 'developing', 'goal', 'strategy', 'presenting', 'budget', 'plan', 'finding', 'implementing', 'way', 'improve', 'costefficiency', 'dismissing', 'hiring', 'new', 'staff', 'requirementsskills', 'strong', 'technical', 'exposure', 'developing', 'large', 'scale', 'application', 'web', 'desktop', 'mobile', 'architecting', 'solution', 'enabling', 'bestinclass', 'technology', 'deliver', 'product', 'best', 'performance', 'strong', 'handson', 'microservicebased', 'architecture', 'using', 'php', 'laravel', 'node', 'j', 'java', 'python', 'anyone', 'understands', 'entire', 'spectrum', 'software', 'engineering', 'frontend', 'backend', 'db', 'design', 'devops', 'quality', 'assurance', 'deployment', 'support', 'better', 'understanding', 'industry', 'leading', 'cloud', 'service', 'provides', 'like', 'aws', 'azure', 'managed', 'service', 'ability', 'understand', 'requirement', 'running', 'agile', 'scrum', 'defining', 'test', 'case', 'guiding', 'qa', 'team', 'ensure', 'quality', 'product', 'envisioning', 'product', 'road', 'map', 'handling', 'development', 'team', 'member', 'daily', 'basis', 'effective', 'sprint', 'delivery', 'education', 'experience']",0.27641594516594514,Positive
283,software development engineer iv  chennai  hybrid,collabera digital,bangalore,Entry Level,High,"java developer, data structures, algorithms, full stack developer",job title sde ivlocation  chennai  bangalore10 years as a java developer or a full stack developergood in dsa  problem solving.experience in writing code from scratch.good exp in design  architecturemust be an individual contributor and willing to work as an individual contribution location chennai preferred or bangalore must be willing to work from chennai the first 2 weeks  cost will not be paidwork mode  timings wfo  9am to 6 pm  candidate should be ready to work in pst time zone if needed.,it-hardware  networking  it-software  software services,Work from Office,"['job', 'title', 'sde', 'ivlocation', 'chennai', 'bangalore', 'year', 'java', 'developer', 'full', 'stack', 'developergood', 'dsa', 'problem', 'solvingexperience', 'writing', 'code', 'scratchgood', 'exp', 'design', 'architecturemust', 'individual', 'contributor', 'willing', 'work', 'individual', 'contribution', 'location', 'chennai', 'preferred', 'bangalore', 'must', 'willing', 'work', 'chennai', 'first', 'week', 'cost', 'paidwork', 'mode', 'timing', 'wfo', 'pm', 'candidate', 'ready', 'work', 'pst', 'time', 'zone', 'needed']",0.18571428571428572,Positive
284,lead full stack developer,smart4talent,bangalore,Entry Level,Medium,"full stack development, rdbms, mongodb, azure cloud, rest api, tech lead, walk in","responsibilities include design professional, sustainable and secure solutions that employ the latest cutting-edge technologies to improve efficiencies and qualities of deliverable communicate with the teams to understand their assignments, user stories, and acceptance criteria along with execution plans examine all function as well as non-functional requirements to ensure that product  project engineering meet of country compliance, project constraints consider comprehensiveness towards non-functional requirements that cater to the concerns of security, performance, maintainability, scalability, and usability of a product provide professional consultation to our business team with feasible and cost-effective technical solutions visualize the solution by using different types of diagrams and able to explain the design from a high-level overview to deep-down details and document it provide knowledge, insights, directions, and guidelines to colleagues that are less experienced contribute to preparation for poc for new enhancements in product  project.what candidate should have minimum 15 years professional experience with software engineering related fields knowledge  experience in modern technical stack benefits and limitation including efficient communication protocol, application frameworks, message queues, system integration. experience in databases rdbms ms sql  nosql mongodb must have knowledge and comprehensive experience using microsoft based technologies,  core, .net 5, mvc framework, angular framework, restapi development, background services. must have knowledge and experience of using azure cloud knowledge of enterprise standards including logging, monitoring, access limitation, sensitive data handling knowledge and experience in different development principles  architecture design, micro-services, soa, etc. comfortable to work in agile along with traditional waterfall models",it-hardware  networking  it-software  software services,Work from Office,"['responsibility', 'include', 'design', 'professional', 'sustainable', 'secure', 'solution', 'employ', 'latest', 'cuttingedge', 'technology', 'improve', 'efficiency', 'quality', 'deliverable', 'communicate', 'team', 'understand', 'assignment', 'user', 'story', 'acceptance', 'criterion', 'along', 'execution', 'plan', 'examine', 'function', 'well', 'nonfunctional', 'requirement', 'ensure', 'product', 'project', 'engineering', 'meet', 'country', 'compliance', 'project', 'constraint', 'consider', 'comprehensiveness', 'towards', 'nonfunctional', 'requirement', 'cater', 'concern', 'security', 'performance', 'maintainability', 'scalability', 'usability', 'product', 'provide', 'professional', 'consultation', 'business', 'team', 'feasible', 'costeffective', 'technical', 'solution', 'visualize', 'solution', 'using', 'different', 'type', 'diagram', 'able', 'explain', 'design', 'highlevel', 'overview', 'deepdown', 'detail', 'document', 'provide', 'knowledge', 'insight', 'direction', 'guideline', 'colleague', 'le', 'experienced', 'contribute', 'preparation', 'poc', 'new', 'enhancement', 'product', 'projectwhat', 'candidate', 'minimum', 'year', 'professional', 'experience', 'software', 'engineering', 'related', 'field', 'knowledge', 'experience', 'modern', 'technical', 'stack', 'benefit', 'limitation', 'including', 'efficient', 'communication', 'protocol', 'application', 'framework', 'message', 'queue', 'system', 'integration', 'experience', 'database', 'rdbms', 'm', 'sql', 'nosql', 'mongodb', 'must', 'knowledge', 'comprehensive', 'experience', 'using', 'microsoft', 'based', 'technology', 'core', 'net', 'mvc', 'framework', 'angular', 'framework', 'restapi', 'development', 'background', 'service', 'must', 'knowledge', 'experience', 'using', 'azure', 'cloud', 'knowledge', 'enterprise', 'standard', 'including', 'logging', 'monitoring', 'access', 'limitation', 'sensitive', 'data', 'handling', 'knowledge', 'experience', 'different', 'development', 'principle', 'architecture', 'design', 'microservices', 'soa', 'etc', 'comfortable', 'work', 'agile', 'along', 'traditional', 'waterfall', 'model']",0.19314194577352473,Positive
285,technical lead full stack developer,smart4talent,gurgaon,Entry Level,High,".net, web developer, angular developer, sql server, full stack developer, mysql, walk in","designation technical lead  full stack developerqualificatication   .salary 12 - 15 lpaexperience 12 - 18 yearsindustry itlocation gurugramjob descriptionthis is a technical lead full stack developer position requiring proficiency in microsoft technologiesresponsibilities1. responsible for in-house application development, maintenance, and support2. liaise with project team for user requirement and provide technical solution to meet business requirement.3. able to understand and resolve problem independently.4. deliver high quality code.5. prepare technical documentation.additional informationrequirements1. tertiary educated incomputer science  information technologyor equivalent2.mandatory experienceat least 12 plus solid experience in .net development , mvc, wpf, wcf, react , react native, angular ,html5, css3, jquery, bootstrap, , microsoft technologies.minimum  years experience in react ,  and react native screening question3. solid experience inms sql server and strong in writing advance sql4. experience in sql reporting service, power bi and sharepointwill be an advantage.5. good business knowledge especially on accounting will be a plus.6. strong analytical skill, self-motivated and able to deliver quality results under a tight timeline.7. good working attitude and ability to adapt new technology.8. candidate should be team player.9. good communication, interpersonal and analytical skills",it-hardware  networking  it-software  software services,Work from Office,"['designation', 'technical', 'lead', 'full', 'stack', 'developerqualificatication', 'salary', 'lpaexperience', 'yearsindustry', 'itlocation', 'gurugramjob', 'descriptionthis', 'technical', 'lead', 'full', 'stack', 'developer', 'position', 'requiring', 'proficiency', 'microsoft', 'technologiesresponsibilities', 'responsible', 'inhouse', 'application', 'development', 'maintenance', 'support', 'liaise', 'project', 'team', 'user', 'requirement', 'provide', 'technical', 'solution', 'meet', 'business', 'requirement', 'able', 'understand', 'resolve', 'problem', 'independently', 'deliver', 'high', 'quality', 'code', 'prepare', 'technical', 'documentationadditional', 'informationrequirements', 'tertiary', 'educated', 'incomputer', 'science', 'information', 'technologyor', 'equivalentmandatory', 'experienceat', 'least', 'plus', 'solid', 'experience', 'net', 'development', 'mvc', 'wpf', 'wcf', 'react', 'react', 'native', 'angular', 'html', 'cs', 'jquery', 'bootstrap', 'microsoft', 'technologiesminimum', 'year', 'experience', 'react', 'react', 'native', 'screening', 'question', 'solid', 'experience', 'inms', 'sql', 'server', 'strong', 'writing', 'advance', 'sql', 'experience', 'sql', 'reporting', 'service', 'power', 'bi', 'sharepointwill', 'advantage', 'good', 'business', 'knowledge', 'especially', 'accounting', 'plus', 'strong', 'analytical', 'skill', 'selfmotivated', 'able', 'deliver', 'quality', 'result', 'tight', 'timeline', 'good', 'working', 'attitude', 'ability', 'adapt', 'new', 'technology', 'candidate', 'team', 'player', 'good', 'communication', 'interpersonal', 'analytical', 'skill']",0.22306947021232731,Positive
286,java full stack web developer,visa architects,bangalore,Senior Level,Medium,"java programmer, full stack web developer, fullstack developer","we are looking for a senior full stack javaj2ee developer with hands-on  experience with spring framework and web services.requirementssolid working experience in java and j2ee development skills.solid understanding of the collections frameworks.working experience in developing web services using http restjson and soapworking experience in oracle plsqlobject-oriented and service-oriented design concepts, including knowledge of data transfer objects and associated design patterns.experience with angular framework, javascript, and css.comprehensive knowledge of web design patterns and front-end technologies like html5, jquery, and mvc frameworks like spring and spring boot.detailed knowledge of browser dom with direct manipulation.hands-on experience with unit testing and working with a continuous integration environmentexcellent communication skills with the ability to solicit and formalize requirements and work with end userscustomers.ability to work in a semi-structured environment where requirements and priorities are dynamic.experience with the agile development methodology.",it-hardware  networking  it-software  software services,Work from Office,"['looking', 'senior', 'full', 'stack', 'javajee', 'developer', 'handson', 'experience', 'spring', 'framework', 'web', 'servicesrequirementssolid', 'working', 'experience', 'java', 'jee', 'development', 'skillssolid', 'understanding', 'collection', 'frameworksworking', 'experience', 'developing', 'web', 'service', 'using', 'http', 'restjson', 'soapworking', 'experience', 'oracle', 'plsqlobjectoriented', 'serviceoriented', 'design', 'concept', 'including', 'knowledge', 'data', 'transfer', 'object', 'associated', 'design', 'patternsexperience', 'angular', 'framework', 'javascript', 'csscomprehensive', 'knowledge', 'web', 'design', 'pattern', 'frontend', 'technology', 'like', 'html', 'jquery', 'mvc', 'framework', 'like', 'spring', 'spring', 'bootdetailed', 'knowledge', 'browser', 'dom', 'direct', 'manipulationhandson', 'experience', 'unit', 'testing', 'working', 'continuous', 'integration', 'environmentexcellent', 'communication', 'skill', 'ability', 'solicit', 'formalize', 'requirement', 'work', 'end', 'userscustomersability', 'work', 'semistructured', 'environment', 'requirement', 'priority', 'dynamicexperience', 'agile', 'development', 'methodology']",0.31666666666666665,Positive
287,full stack developer,beanstalkedu services pvt ltd,kolkata,Entry Level,Medium,"mysql, php, java script","we are eastern indias fastest growing educational management company specializing in early childhood education. we are pivoting as an ed-tech company with a battery of fantastic tech products for different stakeholders in this space.we are looking to recruit talented and experienced full stack developers in kolkata, chennai and bengaluru. individual contributors working on consumer facing applications preferably involved in the full product life cycle in the itites industry and working on the latest technologies are invited to apply. the ideal candidates would have sound experience in the following technologies - node js, angular, php, my sql, mongo db and have proficiency in a scripting language like javascript. we are looking for competent professionals with a minimum and relevant industry experience of 4 years.opportunity to work with a dynamic organization in the fast growing educational technology domain along with very competitive remuneration and benefits.",education  teaching  training  colleges institutes  universities,Work from Office,"['eastern', 'india', 'fastest', 'growing', 'educational', 'management', 'company', 'specializing', 'early', 'childhood', 'education', 'pivoting', 'edtech', 'company', 'battery', 'fantastic', 'tech', 'product', 'different', 'stakeholder', 'spacewe', 'looking', 'recruit', 'talented', 'experienced', 'full', 'stack', 'developer', 'kolkata', 'chennai', 'bengaluru', 'individual', 'contributor', 'working', 'consumer', 'facing', 'application', 'preferably', 'involved', 'full', 'product', 'life', 'cycle', 'itites', 'industry', 'working', 'latest', 'technology', 'invited', 'apply', 'ideal', 'candidate', 'would', 'sound', 'experience', 'following', 'technology', 'node', 'j', 'angular', 'php', 'sql', 'mongo', 'db', 'proficiency', 'scripting', 'language', 'like', 'javascript', 'looking', 'competent', 'professional', 'minimum', 'relevant', 'industry', 'experience', 'yearsopportunity', 'work', 'dynamic', 'organization', 'fast', 'growing', 'educational', 'technology', 'domain', 'along', 'competitive', 'remuneration', 'benefit']",0.33157894736842114,Positive
288,tech lead,youth4 talent solution,hyderabad,Entry Level,Low,"full stack development, angular 13, java, springboot, sql developer, work from home",experience running a multi functional team in the development of web based saas products - ability to read and translate ba stories into well groomed additions to a product - experienced in following development rule ans processes and willing to contribute imporvments - experience interviewing and hiring teams - experience in fin tech a bonus,it-hardware  networking  it-software  software services,Work from Home,"['experience', 'running', 'multi', 'functional', 'team', 'development', 'web', 'based', 'saas', 'product', 'ability', 'read', 'translate', 'ba', 'story', 'well', 'groomed', 'addition', 'product', 'experienced', 'following', 'development', 'rule', 'an', 'process', 'willing', 'contribute', 'imporvments', 'experience', 'interviewing', 'hiring', 'team', 'experience', 'fin', 'tech', 'bonus']",0.35000000000000003,Positive
289,technical program manager,prerana educational and charitable trust,pune,Entry Level,High,"scrum master, full stack development, full stack, java, j2ee, javascript, html, css, webservices, microservices architecture, rest api",job type,it-hardware  networking  it-software  software services,Work from Office,"['job', 'type']",0.0,Neutral
290,fullstack developer,maquilash business boomer solutions pvt ltd,bangalore,Entry Level,Medium,"react js developer, node js developer, redux, jquery, javascript developer, work from home","recruit and mentor a balanced team of developers who are highly skilled and passionate about development- responsible for project planning, executing, controlling, closure of projects, creation of teams, and cost-effective project delivery.- managing team of developersdesignerstesters. leading and driving the team for better performance, performing resource planning  utilization allocationrelease, ramp upramp down, capacity planning effort management, performance management review  appraisals, and user management tools.- managing projects in the fast-paced agile ecosystem and ensuring quality deliverables within stringent timelines- responsible for risk management, maintaining the risk documentation and mitigations plan.- client management, effective communication to identify customer needs and evaluate the alternative business solution, managing day to day customer interaction driving projects status meetings with customers and multiple stakeholders of the projects, built trust by delivering a quality product towards client needs and expectations in a timely manner and have been receiving further businessesproject extensions without any bidding process.- collaboration management across the department to broadening the skills and cross-functional delivery management.- responsible for architecture design and review.- publishing project metrics dashboard to internal and external stakeholders.- publishing weekly and monthly status reports.- own and enforce high-quality development practices and procedures, as well as maintaining secure coding standards, through the adoption of test-driven development tdd, paired programming, peer code reviews, and software build automation.- provide oversight and guidance to team members during regular technical activities within an agile environment including but not limited to code reviews, estimating, technical solution design  architecture, testing.- drive continuous improvement in a lea",it-hardware  networking  it-software  software services,Work from Home,"['recruit', 'mentor', 'balanced', 'team', 'developer', 'highly', 'skilled', 'passionate', 'development', 'responsible', 'project', 'planning', 'executing', 'controlling', 'closure', 'project', 'creation', 'team', 'costeffective', 'project', 'delivery', 'managing', 'team', 'developersdesignerstesters', 'leading', 'driving', 'team', 'better', 'performance', 'performing', 'resource', 'planning', 'utilization', 'allocationrelease', 'ramp', 'upramp', 'capacity', 'planning', 'effort', 'management', 'performance', 'management', 'review', 'appraisal', 'user', 'management', 'tool', 'managing', 'project', 'fastpaced', 'agile', 'ecosystem', 'ensuring', 'quality', 'deliverable', 'within', 'stringent', 'timeline', 'responsible', 'risk', 'management', 'maintaining', 'risk', 'documentation', 'mitigation', 'plan', 'client', 'management', 'effective', 'communication', 'identify', 'customer', 'need', 'evaluate', 'alternative', 'business', 'solution', 'managing', 'day', 'day', 'customer', 'interaction', 'driving', 'project', 'status', 'meeting', 'customer', 'multiple', 'stakeholder', 'project', 'built', 'trust', 'delivering', 'quality', 'product', 'towards', 'client', 'need', 'expectation', 'timely', 'manner', 'receiving', 'businessesproject', 'extension', 'without', 'bidding', 'process', 'collaboration', 'management', 'across', 'department', 'broadening', 'skill', 'crossfunctional', 'delivery', 'management', 'responsible', 'architecture', 'design', 'review', 'publishing', 'project', 'metric', 'dashboard', 'internal', 'external', 'stakeholder', 'publishing', 'weekly', 'monthly', 'status', 'report', 'enforce', 'highquality', 'development', 'practice', 'procedure', 'well', 'maintaining', 'secure', 'coding', 'standard', 'adoption', 'testdriven', 'development', 'tdd', 'paired', 'programming', 'peer', 'code', 'review', 'software', 'build', 'automation', 'provide', 'oversight', 'guidance', 'team', 'member', 'regular', 'technical', 'activity', 'within', 'agile', 'environment', 'including', 'limited', 'code', 'review', 'estimating', 'technical', 'solution', 'design', 'architecture', 'testing', 'drive', 'continuous', 'improvement', 'lea']",0.2015079365079365,Positive
